Gene.ID	Gene.symbol	adj.P.Val	logFC
219902///219902	TMEM136///TMEM136	7.80480035855339e-09	-2.88016566788889
57519	STARD9	7.80480035855339e-09	-2.6232532995
57519	STARD9	8.00551266284311e-09	-2.65592077622222
5358	PLS3	8.02301079380063e-09	-2.57121711533333
55130	ARMC4	8.07263765897569e-09	-1.55757079688889
55086	CXorf57	1.08910093530733e-08	-2.15286751011111
595135///5239	PGM5P2///PGM5	1.33324515412342e-08	-3.47905136172222
51309	ARMCX1	1.45901798853107e-08	-2.530642614
643332///643332	ECRP///ECRP	1.59004965145993e-08	4.24850250016667
5768	QSOX1	1.74984985818875e-08	2.17343817755556
3355	HTR1F	1.8214690774658e-08	-4.08330626688889
23250	ATP11A	2.21240800326132e-08	2.02648313877778
22925	PLA2R1	2.34213430509328e-08	-1.64227840327778
57519	STARD9	2.62069183075667e-08	-2.89634420705556
29951	PDZRN4	2.84324964482826e-08	-1.45980796511111
1356	CP	2.85250638421281e-08	-2.84665700283333
10079	ATP9A	2.94754419468472e-08	-2.65819950888889
83641	FAM107B	2.95661718311248e-08	2.82746597544444
56163	RNF17	3.02644344806009e-08	-1.48132849744444
340542	BEX5	3.22008179159032e-08	-2.28771540088889
58494	JAM2	3.55799964106688e-08	-1.96624245283333
91133	L3MBTL4	3.97820250330211e-08	-3.19057578333333
9481	SLC25A27	5.02775693633563e-08	-3.00860672877778
222389	BEND7	5.23039642939787e-08	-2.01595482694444
221806	VWDE	7.76934143768466e-08	-3.99593663838889
4054	LTBP3	8.57279136086553e-08	-2.01958679533333
5337	PLD1	1.03920294775404e-07	2.51772861127778
		1.22680122559795e-07	-3.11516283433333
116159	CYYR1	1.23842311038317e-07	-3.74533917566667
		1.28572371174743e-07	-2.46461376233333
85453	TSPYL5	1.42916636949275e-07	-3.0499908065
2026	ENO2	1.64678748040205e-07	-2.15055079755556
		1.72986363295227e-07	2.08102628761111
7097	TLR2	2.03314552175447e-07	2.89160312355556
2262	GPC5	2.06658395972418e-07	-1.85512639205556
729665	CCDC175	2.06658395972418e-07	-2.18676656588889
719	C3AR1	2.13281888220411e-07	4.03608085088889
100526833	SEPT5-GP1BB	2.14907107542172e-07	-2.52482401466667
7105	TSPAN6	2.32275731073699e-07	-1.60834368872222
23641	LDOC1	2.61329891008331e-07	-1.6924170925
9985	REC8	2.63498641176659e-07	-2.32450494572222
55771	PRR11	2.65479654614243e-07	2.96374122755556
55	ACPP	3.17418459807104e-07	3.02392925211111
728464	METTL24	3.52298348444172e-07	-1.77683679722222
8527	DGKD	3.59470702657173e-07	1.41758827277778
378108///375593///135892	TRIM74///TRIM73///TRIM50	3.98408912477974e-07	-1.80105584516667
7133	TNFRSF1B	3.98408912477974e-07	2.66094364438889
81615	TMEM163	4.51077660860473e-07	-2.60430481933333
222166	MTURN	5.3619329875626e-07	-2.91333278900001
30011	SH3KBP1	6.1788841150658e-07	1.52952036761111
23101	MCF2L2	7.53779750538152e-07	-1.529122043
5609	MAP2K7	8.20406605474246e-07	1.36132732844444
5795	PTPRJ	8.20406605474246e-07	2.80255804422222
3151	HMGN2	8.42216037452145e-07	1.61603412611111
55137	FIGN	8.50761575727362e-07	-1.22122099066667
2273	FHL1	8.50761575727362e-07	-3.542145431
83698	CALN1	8.78642177135029e-07	-2.198106774
2316	FLNA	9.34270794876584e-07	1.40832116283334
340706	VWA2	9.37714076155789e-07	-1.19465742544444
57633	LRRN1	9.73636357280817e-07	-2.61089097483333
5163	PDK1	9.73636357280817e-07	2.09366154027778
3689	ITGB2	1.02157669110841e-06	2.33272565516667
		1.0390019058479e-06	-1.05227679672222
91975	ZNF300	1.11810458615412e-06	-2.25819040022222
4332	MNDA	1.17420315262122e-06	4.30201230822222
22871	NLGN1	1.19266104189163e-06	-0.967074688388889
9468	PCYT1B	1.19266104189163e-06	-2.14248594188889
7305	TYROBP	1.19266104189163e-06	2.78671463333333
84144	SYDE2	1.19266104189163e-06	-1.4738590015
5101	PCDH9	1.27571286791849e-06	-1.47935979761111
145282	MIPOL1	1.27859145071172e-06	-1.1197880595
		1.29047020602282e-06	-3.28283344483333
152273	FGD5	1.31276577739249e-06	-2.04185013277778
5239	PGM5	1.524935113183e-06	-2.11143035911111
55211	DPPA4	1.524935113183e-06	-3.70729284966667
352954	GATS	1.54200346258737e-06	-1.37371631461111
246329	STAC3	1.54200346258737e-06	1.68825048838889
5578	PRKCA	1.58053261600703e-06	2.62459167844444
84937	ZNRF1	1.59318988229154e-06	-1.46821119855556
7345	UCHL1	1.62833978775557e-06	-2.40525458905556
2200	FBN1	1.64083005317397e-06	-2.21190620811111
		1.71660004932832e-06	-2.38875149933333
55603	FAM46A	1.82354622680307e-06	2.13278366911111
7216	TRO	1.8910662248295e-06	-1.94933051411111
64778	FNDC3B	1.89708563579588e-06	2.02647358005555
4688	NCF2	1.95619584984602e-06	3.79404372422222
26049	FAM169A	1.95769612354458e-06	-3.10576538638889
126014	OSCAR	1.97820595854338e-06	1.55007564555556
819	CAMLG	2.09148860894691e-06	-1.80671454705556
7068	THRB	2.09148860894691e-06	-1.95737365
728378///653781///641455///445582///440915	POTEF///POTEJ///POTEM///POTEE///POTEKP	2.14008028669801e-06	1.66777954277778
3556	IL1RAP	2.22359875472533e-06	2.57156709988889
140885	SIRPA	2.3584633198412e-06	2.03611367011111
5270	SERPINE2	2.42467576960914e-06	-2.95298163861111
84033	OBSCN	2.42467576960914e-06	-1.05245024455555
2651	GCNT2	2.46926471833116e-06	-2.50409863494445
10512	SEMA3C	2.50094118966551e-06	-2.19111136627778
10157	AASS	2.59590564162467e-06	-3.75011710411111
		2.59590564162467e-06	-2.05946082733334
780776	TVP23A	2.81277585150964e-06	-1.67394623477778
9828	ARHGEF17	2.81358641438433e-06	-1.42430922555555
11067	C10orf10	2.89275067240293e-06	-2.93285814283333
2896	GRN	2.89275067240293e-06	2.24843667866667
407013	MIR24-2	2.89746880202505e-06	-3.61649140277778
968	CD68	2.89746880202505e-06	2.65595269888889
135138	PACRG	2.93945764200663e-06	-1.52040033644444
79730	NSUN7	2.93945764200663e-06	-1.62297949161111
56606	SLC2A9	3.02522334456997e-06	2.08586504122222
6051	RNPEP	3.16433654693619e-06	1.30733498811111
645840///114112	TXNRD3NB///TXNRD3	3.16433654693619e-06	-1.64281156705556
388335	TMEM220	3.34988193035013e-06	-1.65243770072222
8476	CDC42BPA	3.42395534608601e-06	-3.46317713572222
		3.42395534608601e-06	-1.32790699038889
79904	FLJ11710	3.44971254061125e-06	-2.59985144172222
26040	SETBP1	3.47262503022829e-06	-2.08770019088889
377677	CA13	3.47262503022829e-06	-1.70500914488889
57088	PLSCR4	3.9840558519788e-06	-2.63607241572222
6547	SLC8A3	4.08346013504528e-06	-1.40864501883333
1031	CDKN2C	4.11859196314546e-06	1.86276054966667
84302	TMEM246	4.24880991010881e-06	-1.23292611144444
81563	C1orf21	4.24923807583385e-06	-2.58877799861111
4218	RAB8A	4.28130278178075e-06	1.23809668661111
65975	STK33	4.76519938402074e-06	-2.806782981
6263	RYR3	4.77873250062453e-06	-1.39089895638889
		5.64060303639624e-06	-1.67448235855556
26022	TMEM98	5.64060303639624e-06	-2.28738022044445
7076	TIMP1	5.76471533952168e-06	2.599794173
79750	ZNF385D	5.82348274890121e-06	-1.87015214538889
84293	FAM213A	5.82348274890121e-06	-2.34389552816667
4311	MME	5.89743222222061e-06	-2.36484033022222
1438	CSF2RA	5.89743222222061e-06	2.25169069527778
59271	EVA1C	6.47715015128988e-06	-1.74697289283333
7453	WARS	6.47715015128988e-06	2.47366436005556
81570	CLPB	6.47715015128988e-06	1.29599474111111
30832	ZNF354C	6.58948791669482e-06	-1.876411131
84868	HAVCR2	6.94575199257579e-06	2.67119261111111
2150	F2RL1	7.08520593004845e-06	-2.75399271505556
654///654	BMP6///BMP6	7.23848398082164e-06	-1.98988094905555
161357	MDGA2	7.95422248215035e-06	-1.26529799905556
6567	SLC16A2	8.0187011017309e-06	-1.52765116861111
407010	MIR23A	8.23856718629456e-06	-2.89549173122222
6608	SMO	8.62651751271629e-06	-1.40617448022222
10225	CD96	8.62651751271629e-06	5.40090039433333
3597	IL13RA1	8.65540625417249e-06	3.79848389738889
9725	TMEM63A	9.41712688253322e-06	-1.13942555477778
2844	GPR21	1.04758045176074e-05	-3.09015923466667
166929	SGMS2	1.04758045176074e-05	2.31581951472222
384	ARG2	1.04758045176074e-05	-2.30269139277778
5140	PDE3B	1.0570523658541e-05	3.03483725694445
54210	TREM1	1.08423911615108e-05	3.94227688738889
9823	ARMCX2	1.11772703924903e-05	-1.50707428522222
85358	SHANK3	1.14095476455611e-05	-1.54914173394444
26297	SERGEF	1.1571928743866e-05	-1.55922602894445
526	ATP6V1B2	1.19605353366455e-05	1.25807904888889
411	ARSB	1.20899977330317e-05	1.50635232777778
		1.21809761517163e-05	-2.22522258183333
54868	TMEM104	1.26986102095417e-05	1.61074137816667
116966	WDR17	1.26986102095417e-05	-2.43799666372222
81602	CDADC1	1.29369453521539e-05	-1.67071134261111
8970	HIST1H2BJ	1.29369453521539e-05	-2.36772580705555
7165	TPD52L2	1.31260226592043e-05	1.45938330444445
8082	SSPN	1.31331184728306e-05	-2.27199150316667
100996712///653464///647135///23380	SRGAP2D///SRGAP2C///SRGAP2B///SRGAP2	1.33804404227242e-05	1.93852107083334
54899	PXK	1.34915149725023e-05	1.75014154961111
2686	GGT7	1.37250969328587e-05	-0.982222107277781
102724238///554249///389741	LOC102724238///LOC554249///GLIDR	1.39082712873524e-05	-1.22934292855556
10411	RAPGEF3	1.42075622222717e-05	-1.15628972433333
945	CD33	1.45320991645376e-05	2.76342909844444
71	ACTG1	1.46569213097511e-05	0.857393391666665
		1.46927608362213e-05	1.66753962511111
645212	EIF3J-AS1	1.58158780501799e-05	-1.52707727927778
10100	TSPAN2	1.59558706385791e-05	-3.28671068655556
5074	PAWR	1.59645129781337e-05	-3.12392757722222
100129940	LOC100129940	1.61609442311324e-05	-1.78699972788889
4739	NEDD9	1.63712993094029e-05	2.22643796266667
26249	KLHL3	1.64396683771578e-05	-1.680755546
1362	CPD	1.64396683771578e-05	1.613452356
3684	ITGAM	1.70336968383176e-05	3.01838330827778
2207	FCER1G	1.78515675357867e-05	3.73918189561111
8938	BAIAP3	1.79436881522961e-05	-1.43197157944444
81622	UNC93B1	1.80610103122675e-05	1.80450802444444
6571	SLC18A2	1.83363620767393e-05	-2.96111757938889
728656///653687///203429///63947	DMRTC1B///FAM226B///FAM226A///DMRTC1	2.0240932821936e-05	-1.20987295444444
1138	CHRNA5	2.0240932821936e-05	-2.59953386122222
10000	AKT3	2.18414476103872e-05	-3.48438311033333
26469	PTPN18	2.19112990452104e-05	2.14806553161111
55930	MYO5C	2.2452492435796e-05	-2.24146817372222
202020	TAPT1-AS1	2.25419382702814e-05	-1.59221243755555
		2.30282438752671e-05	-2.59531469377778
51559	NT5DC3	2.3043092143343e-05	2.28589401133333
160335	TMTC2	2.38518609155109e-05	2.155041363
401548	SNX30	2.50090385413335e-05	1.63168191283333
11262	SP140	2.50090385413335e-05	1.970577088
3902	LAG3	2.52007699518381e-05	-1.2974006235
54538	ROBO4	2.5456780854527e-05	-1.51598861416666
9737	GPRASP1	2.59970317176796e-05	-1.68825946022222
10437	IFI30	2.64134983084513e-05	3.04636958477778
1512	CTSH	2.71728086814503e-05	3.02466021177778
100533184///84986	ARHGAP19-SLIT1///ARHGAP19	2.71728086814503e-05	1.619234086
91039	DPP9	2.76915957274028e-05	1.67753630655556
154754///5645///154754///5645	PRSS3P2///PRSS2///PRSS3P2///PRSS2	2.78246899300369e-05	-2.26258954705556
3151	HMGN2	2.79653840289486e-05	1.33345322611111
406885	MIRLET7C	2.83724104812227e-05	-0.778305240333335
100526833	SEPT5-GP1BB	2.92993764757292e-05	-2.3336607885
116931	MED12L	3.03649356035063e-05	-2.89216043522222
9182	RASSF9	3.06103092147618e-05	-1.44500066872222
81831	NETO2	3.11101231820491e-05	3.87812040183334
3936	LCP1	3.11431588253465e-05	1.08851804111111
10615	SPAG5	3.35434820605985e-05	2.15802786205556
1130	LYST	3.41814669138215e-05	2.164065035
23765	IL17RA	3.47589602033276e-05	2.27797477283333
58504	ARHGAP22	3.47589602033276e-05	-1.700199197
5330	PLCB2	3.64608923866886e-05	1.36025346866666
54810	GIPC2	3.64608923866886e-05	-2.0958105245
783	CACNB2	3.74165339888046e-05	-1.764932342
		3.79966190946125e-05	-2.19187522
29933	GPR132	3.83010724306518e-05	1.94342437255556
8425	LTBP4	3.94269960815967e-05	-1.10293657411111
8815	BANF1	4.05921662682916e-05	1.48812055988889
64397	ZNF106	4.13646279532099e-05	1.5946915765
140876	FAM65C	4.13646279532099e-05	-1.7619729505
387590	TPTEP1	4.22838837864527e-05	-2.57349238866667
9600	PITPNM1	4.25477786716621e-05	1.35134574511111
6594	SMARCA1	4.2811303587793e-05	-2.75265905927778
9900	SV2A	4.3002274533145e-05	-1.81387533172222
100507246///677850///100507246	SNHG16///SNORD1C///SNHG16	4.31627490113067e-05	-1.90756923833333
60	ACTB	4.48571309263234e-05	1.20680185722222
2983	GUCY1B3	4.5317980088675e-05	-2.64904138705556
1536	CYBB	4.53731000559279e-05	4.50798640572222
		4.53731000559279e-05	1.71587967972222
3636	INPPL1	4.60527615319382e-05	1.00132000427778
4705	NDUFA10	4.60661972055918e-05	-0.887545596055557
57326	PBXIP1	4.61562904148824e-05	-1.93168316472222
6352	CCL5	4.79823861177982e-05	2.9867176715
51816	CECR1	4.95870379954677e-05	2.937215593
10221	TRIB1	5.07076679036576e-05	2.6994676355
2177	FANCD2	5.11720462272651e-05	1.76361529072222
54830	NUP62CL	5.58821492357123e-05	-1.58139347911111
390940	PINLYP	5.58821492357123e-05	-1.41340045111111
7169	TPM2	5.63998805190359e-05	-1.61622302027778
		5.63998805190359e-05	1.14356719055555
26148	C10orf12	5.80623837255941e-05	1.69994605338889
25906	ANAPC15	5.80813333675109e-05	1.86802896488889
24146	CLDN15	5.86093683174773e-05	-1.15833782211111
		6.12123002116678e-05	-1.79124846044444
23166	STAB1	6.18178926419058e-05	2.46003234833333
5329	PLAUR	6.3204379953825e-05	2.63837676227778
6856	SYPL1	6.32182353850212e-05	-1.24755788772222
445347	TARP	6.37322381181461e-05	4.39374550822222
1730	DIAPH2	6.41141497667456e-05	1.48101882838889
55686	MREG	6.41141497667456e-05	-2.27307081344444
		6.81535717837964e-05	1.81363929388889
11167	FSTL1	6.88285927823669e-05	-2.46893344483334
6691	SPINK2	6.93095040366192e-05	-3.25460634505556
222658	KCTD20	6.98085776347923e-05	0.833920495500002
54328	GPR173	7.28988165909531e-05	-1.15290416505556
9637	FEZ2	7.31968174269418e-05	1.23002558783333
		7.3946464885929e-05	-1.76554035172222
		7.4499970550417e-05	1.6613739595
79993	ELOVL7	7.57840823966734e-05	-3.31844801422222
4064	CD180	7.59298406709437e-05	3.50724342788889
23633	KPNA6	8.18730159359518e-05	1.33336443216667
84444	DOT1L	8.37880146456193e-05	1.15812435311111
128239	IQGAP3	8.37880146456193e-05	1.49376035766667
94241	TP53INP1	8.38094167185613e-05	-1.48308771127778
11151	CORO1A	8.59159459853223e-05	1.33554957505556
400464	LOC400464	8.61543732015358e-05	-1.8256440165
10397	NDRG1	8.62760241588068e-05	1.01341783105555
6319	SCD	8.8846724684315e-05	-2.4003196505
79668	PARP8	8.99529679936946e-05	2.19363706088889
375	ARF1	9.06900250352279e-05	0.982237952222222
28	ABO	9.07993504495237e-05	-1.958643252
100128537///407026	C1orf132///MIR29C	9.29531457432229e-05	-2.48351618055556
93624	TADA2B	9.314596940681e-05	1.52605906516667
7710	ZNF154	9.40707158005591e-05	-2.35200853355556
27097	TAF5L	9.49742144527817e-05	1.02195218888889
87	ACTN1	0.00010070870116377	2.10897223472222
135228	CD109	0.00010139949314096	-3.16836670755556
		0.000101435782935505	-1.12647406194444
5789	PTPRD	0.000102070423923857	-1.51204840166667
8942	KYNU	0.000105776404900939	3.60537783433333
26082	DKFZP434L187	0.000105939471187961	-1.36768066461111
10072	DPP3	0.000106499464937475	1.46012934122222
2625	GATA3	0.000107026369701789	-1.50491306338889
867	CBL	0.000107026369701789	1.25418066955556
729533///728833///653820	FAM72A///FAM72D///FAM72B	0.000107026369701789	2.46111586072222
3695	ITGB7	0.000112075744326837	2.36818975588889
4883	NPR3	0.000116292744212176	-2.93673127844445
143244///1984	EIF5AL1///EIF5A	0.000120476389903378	2.02313946516667
116496	FAM129A	0.000122025685762544	1.93109744883333
701	BUB1B	0.000126905603432018	1.98501710927778
54165	DCUN1D1	0.000127596822452969	2.20619516077778
56670	SUCNR1	0.000131421425698137	2.51295153988889
11316	COPE	0.000131421425698137	1.08636099555556
25780	RASGRP3	0.000131421425698137	3.06218649238889
51186	TCEAL9	0.000131432366320279	-1.52499229172222
100130733	LRRC70	0.000131993865141036	-2.70367413355556
63920	ZBED8	0.000139478883364493	-1.13650897627778
729288///57335	ZNF286B///ZNF286A	0.000141653462954521	-1.71574562744445
57592	ZNF687	0.00014392613482539	1.01371230877777
66008	TRAK2	0.00014392613482539	2.20711022272222
55859	BEX1	0.00014392613482539	-3.58901197238889
387680///253725	FAM21A///FAM21C	0.000144547728400101	0.886049311388891
		0.000145296451436031	-2.48748569061111
566	AZU1	0.000146005806156491	2.51060016705555
11031	RAB31	0.000146091032911825	3.36429058322222
3480	IGF1R	0.000148627446349144	-2.54862501816667
5199	CFP	0.000151398133416156	1.88211710655555
403313	PLPP6	0.000151600896715088	1.46949745044444
22848	AAK1	0.000153321107917172	1.51462877177778
11112	HIBADH	0.000153769415048878	-1.21818041688889
389289	ANXA2R	0.000154423087828266	-2.02989052505556
151790	WDR49	0.000154890331288779	-2.34134118194445
		0.000154978697955153	-1.59838860894444
154	ADRB2	0.000156802877268198	1.59447511888889
64231	MS4A6A	0.000165466546701736	3.70557192588889
7432	VIP	0.000165920260725711	-0.881381238166667
11027	LILRA2	0.000167084269918654	2.34488984922222
25925	ZNF521	0.000168187461217998	-3.543642977
1436	CSF1R	0.000173391048324875	3.00044622072222
407018	MIR27A	0.000174793807481011	-2.30290469633333
55120	FANCL	0.000174878360051407	-1.77714703222222
1509	CTSD	0.000175830903708177	1.57278544566667
23380	SRGAP2	0.000180083175863737	2.00176546088889
9241	NOG	0.000182065510795645	-2.43428025205556
		0.000183798304751743	1.89842675966667
		0.000186770597911487	-1.61667329772222
148418	SAMD13	0.000186770597911487	-1.38874508177778
64859	NABP1	0.000189867612586136	1.53140972694445
160364	CLEC12A	0.000190614905568692	3.70896124572222
1421	CRYGD	0.000190614905568692	-1.42967830122222
7691	ZNF132	0.000191630225356454	-1.48399778555556
8555	CDC14B	0.00020464970437646	-1.22227304016667
100133121///100132948	FAM27B///FAM27C	0.000205757612407448	-1.63910987222222
80207	OPA3	0.000206265252259449	0.85482777538889
		0.000207200012590456	0.914944239999999
100533496///284040	TVP23C-CDRT4///CDRT4	0.000207200012590456	-1.51203278416667
8823	FGF16	0.000207200012590456	-1.34312742911111
5202	PFDN2	0.000207200012590456	0.860047912444449
50807	ASAP1	0.000207200012590456	2.51437884044444
1508	CTSB	0.000207200012590456	1.99860606938889
6036	RNASE2	0.000207200012590456	3.5567829595
6670	SP3	0.000207200012590456	0.907481105888889
408029///29798	C2orf27B///C2orf27A	0.00020768283087108	-1.45640062466667
143689	PIWIL4	0.000207696836297891	2.09453480677778
744	MPPED2	0.000210704901892097	-2.66123114788889
9834	FAM30A	0.00021233595302792	-2.55620161477778
6448	SGSH	0.000218970057728035	1.61749547827778
5243	ABCB1	0.000219870606130431	-2.67723183372222
682	BSG	0.000224518669359441	1.44637750205556
27090	ST6GALNAC4	0.000224518669359441	1.6624610105
		0.000225629133686682	-1.19643807877778
284021///284021	MILR1///MILR1	0.000225629133686682	2.11339342566667
2550	GABBR1	0.000226117209776442	-2.12202350205556
126626	GABPB2	0.000228152987871709	1.43849432327778
222223	KIAA1324L	0.000229108785920269	-2.26127340783333
		0.000229108785920269	-1.63345542577778
4288	MKI67	0.000229108785920269	2.74982960461111
54836	BSPRY	0.000229108785920269	-1.55667842666667
3157	HMGCS1	0.000229108785920269	-1.71890606994445
23654	PLXNB2	0.000229108785920269	1.33302122966667
55384	MEG3	0.000229287323384124	-2.15613275522222
7391	USF1	0.000229420481034981	1.17643673244445
2672	GFI1	0.000230934759806362	2.04045550205556
3514	IGKC	0.00023168922596361	4.03329194444444
9103///2213	FCGR2C///FCGR2B	0.000232137703727669	3.59021757611111
9640	ZNF592	0.000232137703727669	1.08521865694444
252839	TMEM9	0.000234884339507056	-1.21182101005556
203238	CCDC171	0.000238400374979192	-1.8997661405
727751///401634///388152///84559///80154	LOC727751///GOLGA2P3Y///GOLGA2P7///GOLGA2P2Y///GOLGA2P10	0.000241039914245343	-3.22493782172222
920	CD4	0.000241347362936945	2.34849272422222
		0.000243739444685759	1.99124891561111
728661	SLC35E2B	0.000244090657513583	-0.994040734500001
23216	TBC1D1	0.00024451317653268	0.9520107625
843	CASP10	0.00024451317653268	-1.36277405388889
7153	TOP2A	0.00024451317653268	2.73118628144445
26996	GPR160	0.000247074955483359	2.006455923
		0.000247074955483359	1.57675684166667
		0.000251378824408597	-1.3914991585
8073	PTP4A2	0.000253484117488954	1.20237250211111
133923	ZNF474	0.000253484117488954	-1.3474082765
275///275	AMT///AMT	0.000256445104424105	-1.26786705588889
54443	ANLN	0.000256445104424105	2.30175186833333
26509	MYOF	0.000258505503726781	3.1709138235
157638	FAM84B	0.000260423217548134	-1.2616876105
		0.000266926462275603	1.08374350533334
100128046	PP13439	0.000267763993606801	2.12949352822222
84255	SLC37A3	0.00027000957849639	-2.20863078338889
		0.000271915855650103	2.08680710111111
27018	BEX3	0.000273570474912366	-2.46440806983334
4360	MRC1	0.00027518267261295	2.92211890077778
51650	MRPS33	0.000276397837159769	-1.58332885905556
3638	INSIG1	0.000279137721720694	-1.69070982038889
1675	CFD	0.000279137721720694	2.97748055883333
8590	OR6A2	0.000279137721720694	-0.877073559444445
		0.000281775591033472	-1.09607163283333
3177	SLC29A2	0.00028233381417116	-1.18231716661111
		0.000282864194751931	-2.00396887266667
100526832///493911///151230	PHOSPHO2-KLHL23///PHOSPHO2///KLHL23	0.000283549071929882	-1.49626770644444
		0.000284577206876764	-2.64870414205556
9770	RASSF2	0.000287676914593803	1.67073387516667
		0.000287676914593803	-1.78053967783333
160	AP2A1	0.000287676914593803	1.43317678661111
		0.000287676914593803	3.35750454777778
10475	TRIM38	0.000287676914593803	1.36047518133334
		0.000289087780446719	-1.03837823194445
		0.000292421013943613	-1.87882629305556
942	CD86	0.000296919419823471	3.31197186872222
53616	ADAM22	0.000297264634824479	-1.71354529133333
3339	HSPG2	0.000299476280116812	-1.21210236516666
		0.000303368757764202	-1.69690921722222
55824	PAG1	0.000304313969333466	1.6437407755
6924	TCEB3	0.000304313969333466	1.14722194022222
57706	DENND1A	0.000304614764775588	1.11044696333333
246119	TTTY10	0.00030610631648737	-3.11862802972222
158866	ZDHHC15	0.000315775986629445	-1.87173027388889
23558	WBP2	0.00031601726089194	1.2423639235
2053	EPHX2	0.00031601726089194	-1.09703464516667
26160	IFT172	0.000329515052608108	-1.27376924283333
		0.000332144022488282	-1.44696765805556
8729	GBF1	0.000332928779498726	0.891458653444446
22848	AAK1	0.000347374316496594	1.57323737294445
91851	CHRDL1	0.000348578740020954	-2.01708026005556
3687	ITGAX	0.000353176965215697	2.326049011
100131434	LINC00893	0.000355875167967785	-2.26237486038889
3587	IL10RA	0.00035717924271598	2.77917004722222
5791	PTPRE	0.00035717924271598	1.92101409811111
38	ACAT1	0.000357770309088177	1.68014988422222
3397	ID1	0.000361662935749823	-1.8779929025
387849	REP15	0.000364438093788292	-0.759511294222222
2771	GNAI2	0.000367503968852304	1.32951091855556
		0.000376514919396406	-1.22468579933333
222171	PRR15	0.000376514919396406	-1.85142842372222
27241	BBS9	0.00038439641288881	-1.69353604155555
11138	TBC1D8	0.000386251074870166	1.809559816
63934	ZNF667	0.000392690523374616	-2.17359277483333
170685	NUDT10	0.000395706586392275	-1.40316618244444
3832	KIF11	0.000395706586392275	2.18479345711111
51123	ZNF706	0.000397982543507424	-1.66698266577778
206358	SLC36A1	0.00039945442857688	1.27001426033333
		0.000404674433498573	1.69578288166667
51062	ATL1	0.000409177140804072	-1.59703609172222
747	DAGLA	0.000419583127980302	1.10819777922222
203414	LINC01560	0.000419583127980302	-1.86685597716666
		0.000420195776397308	1.92477797183333
51361	HOOK1	0.000421593165474071	-1.44963424888889
912	CD1D	0.000432173760862768	2.00386005672222
