Gene.ID	Gene.symbol	adj.P.Val	logFC
3600	IL15	5.59406334041998e-12	-2.16117913266667
8564	KMO	5.59406334041998e-12	-2.48261402622222
255631	COL24A1	5.59406334041998e-12	2.41149761855556
113246///113246	C12orf57///C12orf57	5.59406334041998e-12	1.66378211544445
7465	WEE1	5.86169577205012e-12	2.86129397355556
8354	HIST1H3I	5.99262385375087e-12	2.93911208433333
9452	ITM2A	6.07664730444377e-12	3.80075720372222
201799	TMEM154	6.22085640790826e-12	-2.88410021405556
55388	MCM10	7.35979132364199e-12	2.52802152505556
		8.43325090314932e-12	3.17178995477778
4869	NPM1	9.20291939225443e-12	1.79437231016667
83540	NUF2	9.22818631479135e-12	3.08815678516667
838	CASP5	9.42454057810726e-12	-2.27056772755555
3832	KIF11	9.92557009681451e-12	3.21872442761111
1063	CENPF	1.03672231970617e-11	3.48458679733333
168537	GIMAP7	1.25315308064765e-11	-3.82662645755556
195828	ZNF367	1.4112139715121e-11	2.02199352138889
256691	MAMDC2	1.44886349316977e-11	4.32048214183333
64710	NUCKS1	1.50550752288583e-11	1.48171646338889
79168	LILRA6	1.56009647672595e-11	-3.11746409633333
6711	SPTBN1	1.59128678668951e-11	1.92225105783333
29028	ATAD2	1.59277995871238e-11	2.12156948366666
4173	MCM4	1.64543625564581e-11	2.47478789272223
55303	GIMAP4	1.66216092300284e-11	-4.04146375516667
340120	ANKRD34B	1.69035804650033e-11	-1.73533847338889
5588	PRKCQ	1.69035804650033e-11	2.72647132333333
51363	CHST15	1.83436283562085e-11	-3.05433537633334
135293	PM20D2	1.83436283562085e-11	2.26758497438889
91662	NLRP12	1.99835892727146e-11	-3.41046358322222
2153	F5	2.159382779795e-11	-3.61361441933333
1889	ECE1	2.159382779795e-11	-2.27894019972222
27036	SIGLEC7	2.159382779795e-11	-2.68900607166667
7439	BEST1	2.15974079607808e-11	-2.48952390588889
8825	LIN7A	2.33554734193318e-11	-3.12821229127778
54704	PDP1	2.4403396189464e-11	-1.82829589716667
25797	QPCT	2.50329529623276e-11	-3.65767993694444
51477	ISYNA1	2.55130625959073e-11	2.30652586105556
27075	TSPAN13	2.56592256876264e-11	3.32920683405556
7029	TFDP2	2.57659006585597e-11	3.4662966095
201176	ARHGAP27	2.61385968774792e-11	-1.46780935183334
2177	FANCD2	2.67546376776027e-11	2.21640745288889
		2.75502889690023e-11	-2.09643877005556
10721	POLQ	2.82391553093693e-11	2.22807559033333
		2.89144814266491e-11	1.44571454755556
		2.91104771508749e-11	1.24826789222222
57616	TSHZ3	2.96616581823213e-11	-3.07867751194444
8208	CHAF1B	3.18511104322476e-11	2.50877163444445
23136	EPB41L3	3.18511104322476e-11	-3.65871240816667
23271	CAMSAP2	3.18511104322476e-11	-1.94027417494444
11329	STK38	3.43867776538748e-11	-1.70925332233333
10577	NPC2	3.43867776538748e-11	-1.82775902516667
4215	MAP3K3	3.49007769122324e-11	-1.8271116805
83990	BRIP1	3.61768622597032e-11	3.15714415477778
100913187///200315	APOBEC3A_B///APOBEC3A	4.23766405395954e-11	-4.30351251627778
10301	DLEU1	4.23766405395954e-11	2.54408704377778
645784///400986///375248///57730	ANKRD36BP2///ANKRD36C///ANKRD36///ANKRD36B	4.28259367634558e-11	2.31895191411111
85028///692073///677838///677825///85028	SNHG12///SNORA16A///SNORA61///SNORA44///SNHG12	4.45771869042792e-11	2.43594780777777
6256	RXRA	4.53465067998292e-11	-1.90197680194444
3077	HFE	4.54192858038512e-11	-1.80325297961111
11025	LILRB3	4.56693157293751e-11	-3.54768773194445
11024	LILRA1	4.64340004191342e-11	-3.85170557038889
4925	NUCB2	4.65190816504907e-11	2.40271716711111
254896///8794	LOC254896///TNFRSF10C	4.65190816504907e-11	-2.39287565183333
53373	TPCN1	4.86234647814553e-11	-1.99498892633334
11033	ADAP1	4.86234647814553e-11	-2.155670516
554313///8370	HIST2H4B///HIST2H4A	4.92972221973063e-11	3.16858176855556
4288	MKI67	4.96900200817052e-11	3.70498392711111
489	ATP2A3	5.05209107710576e-11	1.66695726694445
54749	EPDR1	5.50876586516989e-11	2.70270468861111
23195	MDN1	5.62295504883605e-11	1.75850125438889
8875	VNN2	5.68503055942463e-11	-4.63894034844445
23499	MACF1	6.05084056420717e-11	1.41082113672222
3772	KCNJ15	6.05084056420717e-11	-2.180371939
134637	ADAT2	6.23825773239413e-11	2.217361567
81618	ITM2C	6.2935333178438e-11	2.85969330894445
55752	SEPT11	6.39258216727779e-11	2.40168840561111
285154	CYP1B1-AS1	6.46206170972714e-11	-1.30318439388889
9764	KIAA0513	6.56302913580325e-11	-2.47079911994445
9706	ULK2	7.01455352703542e-11	-1.9016305655
6518	SLC2A5	7.02586531854434e-11	2.54879562177778
4998	ORC1	7.02586531854434e-11	2.41735179127778
64581	CLEC7A	7.05249526051087e-11	-4.19037325244445
100996333///166647	LOC100996333///ADGRA3	7.17067395495164e-11	3.7378062085
3326	HSP90AB1	7.55080743890115e-11	1.85267349922222
654364///4830	NME1-NME2///NME1	7.70245168552556e-11	2.22758180405556
6240	RRM1	7.70245168552556e-11	2.0241319685
8644	AKR1C3	8.06228546136486e-11	3.72285706177778
166647	ADGRA3	8.13621627601516e-11	2.68298702116667
790	CAD	8.42073460807273e-11	1.50771264016667
10635	RAD51AP1	8.47229569360951e-11	2.64949052327778
2491	CENPI	8.62396838381845e-11	2.38433829477778
4240	MFGE8	9.08048413574313e-11	1.90423060644445
		9.08048413574313e-11	1.37745808222222
79168	LILRA6	9.10962819938898e-11	-3.55564411438889
2352	FOLR3	9.31571331893902e-11	-2.72698097366666
64116	SLC39A8	9.44324473481969e-11	2.04269955083333
11096	ADAMTS5	9.44324473481969e-11	-1.64435790188889
55342	STRBP	1.15855059463664e-10	2.588300231
25780	RASGRP3	1.1728072917292e-10	3.86888944688889
51765	STK26	1.20067411102707e-10	1.50079901111111
		1.20067411102707e-10	-3.87807641538889
26806	SNORD44	1.25522611973054e-10	2.26784100966667
79789	CLMN	1.26935836443769e-10	-2.53765230611111
8932	MBD2	1.26935836443769e-10	-1.20885580933333
143888	KDELC2	1.32849009420735e-10	2.43704638661111
83879	CDCA7	1.34194449534887e-10	3.05667343194445
3753	KCNE1	1.34194449534887e-10	-1.86777970194444
8645	KCNK5	1.40548949182031e-10	2.72992184683333
27180	SIGLEC9	1.46602261467529e-10	-2.86934881561111
8237	USP11	1.47944913992367e-10	1.47101521972222
64754	SMYD3	1.4894030633696e-10	2.18738534138889
9120	SLC16A6	1.57420727471383e-10	-3.54094382294444
399687///9220	MYO18A///TIAF1	1.57883007091025e-10	1.04110758572222
7525	YES1	1.58333643311205e-10	3.38189851272222
399	RHOH	1.6105736500903e-10	2.98104838572222
3759	KCNJ2	1.61782769003615e-10	-2.11019812266667
9781	RNF144A	1.72206183567268e-10	2.31241793644445
167555	FAM151B	1.75044994443045e-10	-2.13618982305556
7100	TLR5	1.77032024482326e-10	-3.50299645827778
5111	PCNA	1.86173569779036e-10	2.38893859466667
4436	MSH2	1.87148756462876e-10	2.53531058711111
1475	CSTA	1.90047959649916e-10	-3.26472414716667
9900	SV2A	1.90197555848836e-10	2.11629460777778
9134	CCNE2	1.94041789125353e-10	3.1768139845
132299	OCIAD2	2.06462102881862e-10	2.72201474944444
6894	TARBP1	2.06462102881862e-10	2.40363549444444
6596	HLTF	2.08504832010561e-10	2.32631589044444
5265	SERPINA1	2.08720946348544e-10	-3.58858197027778
10733	PLK4	2.14708532606046e-10	2.92810661022222
653653///8905	LOC653653///AP1S2	2.23595638697835e-10	-3.05587238783333
9826	ARHGEF11	2.27616383554192e-10	-2.38812431438889
84689///58475	MS4A14///MS4A7	2.35283288074955e-10	-3.42360735938889
8970	HIST1H2BJ	2.4163441842631e-10	2.57144108594445
3376	IARS	2.41792771422351e-10	2.02886061877778
51097	SCCPDH	2.42612685604029e-10	1.91627283738889
699	BUB1	2.47976259466934e-10	2.96866920788889
6448	SGSH	2.48667775823382e-10	-2.05876041772222
594	BCKDHB	2.53688551569378e-10	2.08964848472223
432	ASGR1	2.53970496423372e-10	-1.48211336983333
7006	TEC	2.53970496423372e-10	2.44193525727778
2672	GFI1	2.53970496423372e-10	2.60657232888889
64072	CDH23	2.53970496423372e-10	-1.367811793
2548	GAA	2.58611670318371e-10	-1.50331846605556
126364	LRRC25	2.59951384292578e-10	-2.65636317366667
4176	MCM7	2.61352224040798e-10	1.9187917595
10509	SEMA4B	2.61352224040798e-10	-1.32796642844445
285349	ZNF660	2.63340503093334e-10	2.32627167105556
9854	C2CD2L	2.96760015777349e-10	-1.41666445411111
9331	B4GALT6	2.96794345073775e-10	2.14161738516667
6907	TBL1X	3.15785093702669e-10	-2.05036234955556
84072	HORMAD1	3.23465103051334e-10	-2.97019747816667
56935	SMCO4	3.23465103051334e-10	-2.85672023522222
217	ALDH2	3.26768045127939e-10	-3.39690018572222
8728	ADAM19	3.26815815722423e-10	-2.21689278827778
26797	SNORD52	3.7231962059324e-10	2.71197277811111
4172	MCM3	3.75323266488268e-10	1.95063511316667
10312	TCIRG1	3.79900434368806e-10	-1.39500988088889
3329	HSPD1	3.85646509280967e-10	1.48318565788889
408186///144203	OVOS///OVOS2	3.87528036552486e-10	2.84148055344444
57553	MICAL3	4.06733376024299e-10	1.95756978238889
22847	ZNF507	4.1751510858212e-10	2.70520930338889
2330	FMO5	4.23407521163278e-10	-1.97884518261111
8363///8362///8363///8362	HIST1H4J///HIST1H4K///HIST1H4J///HIST1H4K	4.29046364639955e-10	2.33221609444445
55789	DEPDC1B	4.29046364639955e-10	2.27896371744444
271	AMPD2	4.37204720375409e-10	-1.22661741866667
8536	CAMK1	4.41039866720082e-10	-2.75188231872222
79723	SUV39H2	4.72738186171931e-10	2.25209629022222
5198	PFAS	4.73623646121323e-10	1.32294675711111
8342	HIST1H2BM	4.73838276123823e-10	4.14459881827778
2359	FPR3	4.78411804167359e-10	-2.78716699844444
951	CD37	4.81366790039227e-10	-1.32907174166667
4283	CXCL9	4.93506472721195e-10	-2.1297710635
3017	HIST1H2BD	4.98490907623497e-10	2.98830685377778
10276	NET1	5.22574815136024e-10	2.50641614133334
9833	MELK	5.33850951884214e-10	2.52353266283333
25946	ZNF385A	5.35569565615889e-10	-2.12172373422222
64757	MARC1	5.40925351327419e-10	-2.40194509294444
101059918///728047///643699	GOLGA8R///GOLGA8O///GOLGA8N	5.44864976879703e-10	2.39552818461111
7915	ALDH5A1	5.61038142870247e-10	1.9639822035
747	DAGLA	5.72059312424048e-10	-1.43547257477778
		5.72458817981878e-10	1.78409149494444
400668	PRSS57	5.88430063077334e-10	2.63206846394444
64411	ARAP3	5.89914747931451e-10	-1.6335838875
162989	DEDD2	5.95140626254203e-10	-1.32935229461111
286223///1903	C9orf47///S1PR3	6.01431289049111e-10	-2.29094306961111
57560	IFT80	6.02148022653057e-10	2.44517407327778
54836	BSPRY	6.0594237490946e-10	1.929152419
8706	B3GALNT1	6.10425242399732e-10	2.21272978222222
7942	TFEB	6.24037370296407e-10	-1.79537866705556
		6.24037370296407e-10	2.23587020322222
100527949///170575	GIMAP1-GIMAP5///GIMAP1	6.30939726485158e-10	-2.71602291411111
641	BLM	6.3710286526685e-10	2.31323607233333
79895	ATP8B4	6.4876013660224e-10	2.74199746588889
8495	PPFIBP2	6.52353418230305e-10	-2.37463873755556
26227	PHGDH	6.77247277467987e-10	2.5570953515
2358	FPR2	6.77247277467987e-10	-3.66930842005556
54360	CYTL1	6.79287843426857e-10	2.62615094511111
3627	CXCL10	7.07460040839576e-10	-3.50970897511111
92745	SLC38A5	7.23817543218667e-10	2.58030083405556
		7.31914281126031e-10	1.59973095338889
9473	THEMIS2	7.63649394234268e-10	-2.30870915994445
409	ARRB2	8.13017670807521e-10	-1.77026892244445
5888	RAD51	8.21405096925146e-10	2.20726993772222
31	ACACA	8.21405096925146e-10	1.37466708533333
51053	GMNN	8.26242216041215e-10	2.05593821455555
81620	CDT1	8.56416331270081e-10	1.77451014161111
79887	PLBD1	8.56416331270081e-10	-5.03922168005556
54103	GSAP	8.70028109250608e-10	-1.87158888638889
471	ATIC	8.9815016648406e-10	1.8745917785
8821	INPP4B	8.9815016648406e-10	3.53394173377778
375449	MAST4	9.46474029218188e-10	1.58540606694445
2268	FGR	9.58710213835297e-10	-2.55315801283333
723790///317772///8338///8337	HIST2H2AA4///HIST2H2AB///HIST2H2AC///HIST2H2AA3	9.79349679997876e-10	1.92002957327778
2131	EXT1	9.88239384466524e-10	-2.71170270205555
8872	CDC123	9.93083127071952e-10	1.03766145961111
		1.05882221600089e-09	-1.51511784916667
		1.0673710013854e-09	-3.09375645094445
51311	TLR8	1.07235477530029e-09	-3.73249875894445
142	PARP1	1.07235477530029e-09	1.68687818833333
145508	CEP128	1.07758782840857e-09	2.165955326
5360	PLTP	1.12609831928752e-09	1.89055074672222
126014	OSCAR	1.13456586673044e-09	-1.45767862111111
120892	LRRK2	1.13456586673044e-09	-4.05775037861111
146722	CD300LF	1.1444284854578e-09	-2.00160283705556
4853	NOTCH2	1.15140059712332e-09	-1.51616678155555
57198	ATP8B2	1.16606673156977e-09	2.09311644433334
10326	SIRPB1	1.24848646240973e-09	-3.56244821711111
2189	FANCG	1.29146441797744e-09	1.11908792261111
8357	HIST1H3H	1.34949089092413e-09	2.84141038905556
11130	ZWINT	1.37322481470297e-09	2.04116730094444
55930	MYO5C	1.3855086258717e-09	2.35841515177778
6539	SLC6A12	1.39320221251294e-09	-1.51945596144445
114885	OSBPL11	1.42496859786235e-09	-2.34699850861111
50488	MINK1	1.44455963223043e-09	-1.52957468072222
56474	CTPS2	1.46856574926635e-09	1.77554788594444
124540	MSI2	1.5456028425504e-09	2.55516939427778
990	CDC6	1.5456028425504e-09	3.09148631227778
6941	TCF19	1.54837041741303e-09	2.14992379861111
23492	CBX7	1.62709609930741e-09	-1.09189463661111
7045	TGFBI	1.64863193087806e-09	-4.16943660311111
7158	TP53BP1	1.6607976362029e-09	1.63984565683333
9319	TRIP13	1.69574791779557e-09	2.31415283955555
9156	EXO1	1.69574791779557e-09	2.61660418461111
83862	TMEM120A	1.70106918304496e-09	-1.33455516016667
445347	TARP	1.71135187557065e-09	4.85802958872222
		1.71135187557065e-09	-2.26176532355556
57134	MAN1C1	1.71144366945287e-09	-1.46844024905555
151963	MB21D2	1.73433278955929e-09	-2.08400640172222
388335	TMEM220	1.7449266876976e-09	1.57054358927778
5914///54880	RARA///BCOR	1.81017171206962e-09	-1.79332909566667
55	ACPP	1.85666138619439e-09	-2.58227954255556
83478	ARHGAP24	1.8865508265748e-09	-2.53960511333333
3182	HNRNPAB	2.0309706157025e-09	1.171986542
55959	SULF2	2.09271054064745e-09	-3.51970820961111
6715	SRD5A1	2.17334818508611e-09	-1.83737225894445
143098	MPP7	2.18188165603925e-09	-2.45039499061111
890	CCNA2	2.2374147511518e-09	2.8265365225
80008	TMEM156	2.31126934524153e-09	2.62875730838889
53829	P2RY13	2.35628301991688e-09	-3.88772959983333
5778	PTPN7	2.41360369983419e-09	1.64793394705556
653604///333932///126961	HIST2H3D///HIST2H3A///HIST2H3C	2.42714706015203e-09	3.40021228583333
9133	CCNB2	2.43453910032669e-09	3.38136723227778
11138	TBC1D8	2.48020042566732e-09	-2.21558460466667
51092	SIDT2	2.49813694812559e-09	-1.7192726985
79807	GSTCD	2.52409736439133e-09	1.56517920905556
2799	GNS	2.55546818269157e-09	-1.85166914672222
346389	MACC1	2.60100404821294e-09	3.492428541
51284	TLR7	2.61212281558325e-09	-3.6251005305
10765	KDM5B	2.80130093869107e-09	1.70401326805556
7133	TNFRSF1B	2.82785619969353e-09	-2.26074392027778
		2.85750809782182e-09	-2.58283813522222
63910	SLC17A9	2.88221301633388e-09	1.40819718533333
6556	SLC11A1	2.89174832269165e-09	-3.50950921394445
51602	NOP58	2.96509989843466e-09	1.61143183822222
2350	FOLR2	2.97549555823199e-09	-2.75136946433333
56670	SUCNR1	3.00788829949999e-09	2.83947511438889
91050	CCDC149	3.01771883546398e-09	-1.90100690155556
64105	CENPK	3.06719238768809e-09	3.28427861038889
79627	OGFRL1	3.17758431949272e-09	-2.46832806416667
2212	FCGR2A	3.31057437831626e-09	-4.24298815233334
968	CD68	3.37124671955141e-09	-2.45059421744444
22808	MRAS	3.39574598888712e-09	-1.64403595083333
5166	PDK4	3.39574598888712e-09	-3.60849055361111
675	BRCA2	3.39574598888712e-09	2.10931429822222
100302736///353376///51014	TMED7-TICAM2///TICAM2///TMED7	3.4386644589273e-09	-1.61853024677778
100532732///4439	MSH5-SAPCD1///MSH5	3.4937844881013e-09	1.46693457605556
7468	WHSC1	3.4937844881013e-09	1.27049894677778
26207	PITPNC1	3.49687016048121e-09	-2.21731813116667
79042	TSEN34	3.50204714838879e-09	-1.06377144894445
1230	CCR1	3.51278930813114e-09	-3.33923428644445
5795	PTPRJ	3.52564706048933e-09	-2.42692749011112
63967///63967	CLSPN///CLSPN	3.54232912412044e-09	3.00606181122222
8364	HIST1H4C	3.59472520970408e-09	2.68279670711111
		3.64550142621643e-09	-2.71186785233333
7188	TRAF5	3.6462554122171e-09	2.26754391505555
166378	SPATA5	3.72063091231394e-09	1.42984463461111
9840	TESPA1	3.7383471900149e-09	3.43353731238889
23232	TBC1D12	3.7383471900149e-09	-2.6848489405
84296	GINS4	4.03002349418752e-09	1.5631904895
79956	ERMP1	4.06570763920003e-09	1.95686667916667
920	CD4	4.07552868462811e-09	-2.73318017977778
9053	MAP7	4.07552868462811e-09	2.57744987622222
375248///57730	ANKRD36///ANKRD36B	4.10585460963741e-09	2.49289020983333
79968	WDR76	4.11734088440665e-09	2.25284955288889
10261	IGSF6	4.24211850543497e-09	-3.79478837811111
153768	PRELID2	4.25461836523923e-09	2.44614027483333
79733	E2F8	4.26133964781057e-09	2.31029567038889
79077	DCTPP1	4.26288083441908e-09	1.60294485261111
55529	TMEM55A	4.267810491918e-09	-1.42499818577778
100132979///729786///440270///23015	GOLGA8DP///GOLGA8CP///GOLGA8B///GOLGA8A	4.40971068236098e-09	2.87513036666667
55226	NAT10	4.42945908642972e-09	1.409737232
55329	MNS1	4.4596052810436e-09	2.31990043922222
5422	POLA1	4.53301415947914e-09	1.82952873022222
4610	MYCL	4.58970173432892e-09	-2.42670866011111
6688	SPI1	4.62205730394937e-09	-1.44293963366666
10592	SMC2	4.71618489698299e-09	2.05806187888889
6280	S100A9	4.77563613217729e-09	-3.393653224
100526832///493911///151230	PHOSPHO2-KLHL23///PHOSPHO2///KLHL23	4.9134733530357e-09	1.74975547922222
55556	ENOSF1	4.99726562827497e-09	2.249451496
134147	CMBL	5.02053051249141e-09	2.47309310116667
7433	VIPR1	5.30932225617839e-09	-1.86978749538889
5452	POU2F2	5.31562558357091e-09	-1.58225602272222
125144	LRRC75A-AS1	5.49511827901263e-09	1.42141665255556
9997	SCO2	5.63631766696844e-09	-1.52801927033333
23031	MAST3	5.74635741923404e-09	-1.39740417388889
90957	DHX57	5.91472908635051e-09	-1.29998370883334
51280	GOLM1	6.02035052694898e-09	-2.45720539683334
1102	RCBTB2	6.05830705392254e-09	-1.96715794577778
18	ABAT	6.0624578919117e-09	-1.51361987083333
6241	RRM2	6.37320576250155e-09	2.90392585344444
57514	ARHGAP31	6.38456178210249e-09	-3.12514242488889
55113	XKR8	6.39115914487077e-09	-1.65685331066667
10859	LILRB1	6.47576576173051e-09	-2.66843906127778
55825	PECR	6.51338074823039e-09	-1.93547387405556
4810	NHS	6.56830090663415e-09	-1.60245475494445
64748	PLPPR2	6.78537635465695e-09	-1.61694840866667
8335	HIST1H2AB	6.87770968386009e-09	3.42265061894445
8438	RAD54L	7.05652775610893e-09	1.587548104
6304	SATB1	7.09720328418933e-09	1.19711381727778
25984	KRT23	7.14798437437498e-09	-1.93461993827778
57698	SHTN1	7.14798437437498e-09	-3.35259454677778
29887	SNX10	7.19634248486122e-09	-2.21802242988889
26034///154043	IPCEF1///CNKSR3	7.31778084207777e-09	-2.67010233472222
84953	MICALCL	7.37401390076436e-09	-1.52380266355556
114769	CARD16	7.76233059702956e-09	-2.47602787227778
